track_name,track_artist,track_popularity,track_album_name,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_album_release_year,track_album_release_month
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,84,"fuck, i'm lonely (with Anne-Marie) (from “13 Reasons Why: Season 3”)",Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,pop,post-teen pop,0.806,0.558,9,-6.46,1,0.0683,0.482,0.0,0.0618,0.678,95.016,198973,2019,8
Sucker,Jonas Brothers,87,Happiness Begins,The Sound of Post-Teen Pop,pop,post-teen pop,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181027,2019,6
Underwater,Cody Simpson,61,Wave Two,The Sound of Post-Teen Pop,pop,post-teen pop,0.642,0.608,9,-7.514,1,0.0357,0.12,0.000118,0.103,0.303,97.017,208960,2019,2
Slide Away,Miley Cyrus,81,Slide Away,The Sound of Post-Teen Pop,pop,post-teen pop,0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654,2019,8
Feeling So Good,Ashley Tisdale,56,Symptoms,The Sound of Post-Teen Pop,pop,post-teen pop,0.727,0.702,4,-6.19,1,0.131,0.0991,9.42e-06,0.739,0.525,110.005,187160,2019,5
shut up,Greyson Chance,58,portraits,The Sound of Post-Teen Pop,pop,post-teen pop,0.821,0.448,9,-4.33,1,0.0468,0.296,3.26e-06,0.0683,0.45,105.006,170364,2019,3
Missing You,The Vamps,74,Missing You - EP,The Sound of Post-Teen Pop,pop,post-teen pop,0.537,0.647,2,-7.37,1,0.0519,0.168,0.0,0.108,0.531,79.77,214987,2019,4
Don't Let It Break Your Heart - Single Edit,Louis Tomlinson,75,Don't Let It Break Your Heart,The Sound of Post-Teen Pop,pop,post-teen pop,0.362,0.708,10,-4.046,1,0.0672,0.0226,0.0,0.0873,0.513,166.31,196160,2019,11
Live Forever (With Cheat Codes),Liam Payne,71,LP1,The Sound of Post-Teen Pop,pop,post-teen pop,0.69,0.676,7,-6.111,1,0.0335,0.213,0.0,0.123,0.664,100.023,174780,2019,12
Love Me Less (feat. Quinn XCII),MAX,78,Love Me Less (feat. Quinn XCII),The Sound of Post-Teen Pop,pop,post-teen pop,0.732,0.856,11,-2.2,0,0.0929,0.0828,0.0,0.323,0.771,145.034,177670,2019,4
Easier,5 Seconds of Summer,81,Easier,The Sound of Post-Teen Pop,pop,post-teen pop,0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,0.618,175.813,157493,2019,5
What A Time (feat. Niall Horan),Julia Michaels,78,Inner Monologue Part 1,The Sound of Post-Teen Pop,pop,post-teen pop,0.518,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.854,173307,2019,1
My Oh My (feat. DaBaby),Camila Cabello,94,Romance,The Sound of Post-Teen Pop,pop,post-teen pop,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,2019,12
Demi Lovato Medley,Cimorelli,55,Demi Lovato Medley,The Sound of Post-Teen Pop,pop,post-teen pop,0.367,0.635,1,-4.842,1,0.119,0.134,0.0,0.322,0.451,180.117,267153,2019,1
Phases,PRETTYMUCH,76,Phases,The Sound of Post-Teen Pop,pop,post-teen pop,0.77,0.636,11,-6.724,0,0.131,0.169,0.0,0.0676,0.492,105.93,215760,2019,4
Insomnia,Daya,75,Insomnia,The Sound of Post-Teen Pop,pop,post-teen pop,0.754,0.653,7,-5.095,1,0.0611,0.0944,0.0,0.383,0.379,123.084,179746,2019,3
No One Compares To You,Jack & Jack,79,A Good Friend Is Nice,The Sound of Post-Teen Pop,pop,post-teen pop,0.7,0.748,1,-6.044,1,0.0434,0.127,0.0,0.0941,0.631,111.939,182920,2019,1
I Luv U (with R3HAB),Sofia Carson,71,I Luv U (with R3HAB),The Sound of Post-Teen Pop,pop,post-teen pop,0.875,0.558,1,-6.164,1,0.0641,0.0532,2.14e-05,0.116,0.44,96.072,150938,2019,12
Hate How Much I Love You,Conor Maynard,68,Hate How Much I Love You,The Sound of Post-Teen Pop,pop,post-teen pop,0.779,0.42,0,-8.396,1,0.221,0.665,0.0,0.0862,0.688,105.076,175898,2019,6
Slow Dance,AJ Mitchell,78,Slow Dance,The Sound of Post-Teen Pop,pop,post-teen pop,0.692,0.443,1,-5.671,1,0.0386,0.214,0.0,0.06,0.363,127.899,178800,2019,8
Stuck On You,Nick Strand,39,Stuck On You,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.58,0.664,1,-2.866,0,0.0748,0.429,0.0,0.146,0.436,146.001,158467,2019,9
Down Low,Astrid S,55,Down Low,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.554,0.35,6,-5.378,0,0.0287,0.799,1.39e-06,0.317,0.333,86.331,202007,2019,9
Favorite Part Of Me,Astrid S,70,Down Low,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.598,0.502,1,-6.273,1,0.0447,0.862,0.0,0.096,0.403,121.621,198391,2019,9
Years,Astrid S,69,Down Low,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.664,0.285,9,-7.907,1,0.0342,0.855,0.0,0.0952,0.256,124.148,190268,2019,9
Some Say,Nea,81,Some Say,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.779,0.342,3,-6.316,0,0.0404,0.701,2.56e-06,0.132,0.482,104.993,175602,2019,9
Slow Dance (feat. Ava Max),AJ Mitchell,41,Slow Dance,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.692,0.443,1,-5.671,1,0.0386,0.214,0.0,0.06,0.363,127.899,178800,2019,8
Why Do You Love Me,Charlotte Lawrence,68,Why Do You Love Me,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.81,0.305,8,-6.165,0,0.0902,0.28,0.000116,0.203,0.732,120.013,171908,2019,7
Dear Society,Madison Beer,75,Dear Society,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.65,0.594,7,-6.374,0,0.0492,0.161,0.0,0.133,0.416,145.944,179577,2019,5
Sidelove,Astrid S,54,Down Low,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.753,0.343,8,-5.607,1,0.0337,0.799,0.0,0.104,0.511,137.872,172154,2019,9
Doing To Me,Astrid S,66,Trust Issues,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.718,0.762,0,-5.006,0,0.0571,0.284,1.58e-06,0.0971,0.368,132.893,190098,2019,8
The Kids Are Coming,Tones and I,69,The Kids Are Coming,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.753,0.566,9,-8.21,0,0.298,0.193,6.31e-05,0.14,0.154,135.039,204521,2019,8
Never Seen The Rain,Tones and I,84,The Kids Are Coming,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.672,0.464,6,-5.624,0,0.037,0.43,0.0,0.284,0.271,92.069,200742,2019,8
Johnny Run Away,Tones and I,71,The Kids Are Coming,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.799,0.538,2,-4.775,1,0.0622,0.642,1.23e-06,0.107,0.582,92.452,192346,2019,8
Jimmy,Tones and I,68,The Kids Are Coming,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.592,0.464,8,-5.956,1,0.0346,0.473,1.13e-06,0.125,0.182,68.11,223620,2019,8
If The World Was Ending (feat. Julia Michaels),JP Saxe,88,If The World Was Ending (feat. Julia Michaels),"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,208687,2019,10
Colourblind,Tones and I,67,The Kids Are Coming,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.493,0.154,9,-9.996,0,0.0367,0.729,0.0,0.0747,0.115,98.38,206094,2019,8
Trampoline,SHAED,65,Melt (Deluxe),"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,184280,2019,12
OK (Anxiety Anthem),Mabel,70,High Expectations,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.684,0.803,8,-3.849,0,0.0882,0.276,0.0,0.128,0.531,98.985,216547,2019,8
Shameless,Camila Cabello,73,Romance,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.377,0.651,4,-5.437,0,0.0588,0.0197,5.31e-05,0.174,0.0851,129.698,219742,2019,12
Up All Night,Khalid,87,Up All Night,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,157220,2019,11
Someone New,Astrid S,60,Someone New,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.881,0.697,0,-5.613,1,0.27,0.129,1.39e-06,0.0834,0.434,97.012,176618,2019,2
Ready,Alessia Cara,77,Ready,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.529,0.496,0,-6.668,0,0.151,0.214,0.0,0.212,0.588,74.619,178747,2019,7
Lonely,Noah Cyrus,75,Lonely,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.594,0.26,5,-9.062,1,0.0601,0.779,0.0,0.0924,0.303,84.648,144387,2019,9
Jesus In LA,Alec Benjamin,77,Jesus In LA,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.767,0.627,0,-4.096,1,0.0401,0.537,0.0,0.359,0.689,94.028,172606,2019,7
Torn,Ava Max,81,Torn,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.664,0.831,2,-4.472,0,0.0435,0.111,1.42e-06,0.0596,0.696,125.058,198006,2019,8
Salt,Ava Max,80,Salt,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.693,0.835,6,-3.242,1,0.0623,0.131,0.0,0.073,0.743,128.052,180283,2019,12
Freaking Me Out,Ava Max,76,Freaking Me Out,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.429,0.553,1,-4.838,0,0.0669,0.458,0.0,0.0766,0.382,97.954,192456,2019,7
Takeaway,The Chainsmokers,85,World War Joy,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.351,100.1,209880,2019,12
DANCE,CLMD,76,DANCE,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.766,0.548,7,-7.834,1,0.0373,0.0263,1.81e-06,0.21,0.552,122.012,174448,2019,10
The First One,Astrid S,67,The First One,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.538,0.541,7,-8.304,1,0.16,0.39,0.0,0.103,0.183,159.419,188650,2019,5
So High,Ruben,63,So High,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.571,0.496,11,-7.36,1,0.0694,0.356,1.21e-06,0.0924,0.238,119.779,219854,2019,10
Watermelon Sugar,Harry Styles,90,Watermelon Sugar,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,2019,11
"thank u, next",Ariana Grande,87,"thank u, next",Post pop teen,pop,post-teen pop,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,207320,2019,2
7 rings,Ariana Grande,90,"thank u, next",Intro to Post-Teen Pop,pop,post-teen pop,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,178627,2019,2
You Need To Calm Down,Taylor Swift,86,Lover,Intro to Post-Teen Pop,pop,post-teen pop,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360,2019,8
Strip That Down (feat. Quavo),Liam Payne,71,LP1,Intro to Post-Teen Pop,pop,post-teen pop,0.873,0.495,6,-5.446,1,0.0518,0.199,0.0,0.0805,0.546,106.033,202062,2019,12
Hate Me (with Juice WRLD),Ellie Goulding,88,Hate Me (with Juice WRLD),Intro to Post-Teen Pop,pop,post-teen pop,0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025,186223,2019,6
Phantom,Jessie Paege,48,Phantom,🤩🤪Post Teen Pop🤪🤩,pop,post-teen pop,0.602,0.843,4,-6.076,0,0.0395,0.00251,0.000117,0.299,0.25,116.062,208347,2019,12
Telephone,Waterparks,52,FANDOM,🤩🤪Post Teen Pop🤪🤩,pop,post-teen pop,0.547,0.948,8,-3.256,1,0.0693,0.0302,5.26e-05,0.335,0.892,168.98,153995,2019,10
Pure Water (with Migos),Mustard,31,Pure Water (with Migos),Someone You Loved Lewis Capaldi (Pop Music Mix),pop,post-teen pop,0.68,0.559,0,-5.545,1,0.129,0.172,0.0,0.318,0.137,202.006,194520,2019,1
Please Me,Cardi B,79,Please Me,Someone You Loved Lewis Capaldi (Pop Music Mix),pop,post-teen pop,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,200890,2019,2
How You Want It (feat. Jae Mazor),Fayn,0,Heart of a Wolf,Someone You Loved Lewis Capaldi (Pop Music Mix),pop,post-teen pop,0.511,0.816,11,-5.647,0,0.322,0.0178,0.0,0.155,0.567,176.386,213395,2019,3
Another One,Kim Petras,47,Clarity,a taste of the mainstream,pop,post-teen pop,0.564,0.435,9,-6.435,0,0.0294,0.449,3.41e-06,0.103,0.316,80.018,225245,2019,6
Good News,K.Flay,51,Solutions,a taste of the mainstream,pop,post-teen pop,0.64,0.75,2,-3.977,1,0.0439,0.0161,3.11e-05,0.178,0.223,123.082,211027,2019,7
Adore You,Maisie Peters,64,"It's Your Bed Babe, It's Your Funeral",a taste of the mainstream,pop,post-teen pop,0.704,0.802,3,-5.382,1,0.17,0.398,0.0,0.0831,0.884,90.543,198280,2019,10
There Will Be Blood,Kim Petras,60,TURN OFF THE LIGHT,a taste of the mainstream,pop,post-teen pop,0.562,0.879,0,-4.733,0,0.0905,0.00119,1.81e-05,0.167,0.602,107.026,197652,2019,10
Sims,Lauv,55,~how i'm feeling~,a taste of the mainstream,pop,post-teen pop,0.529,0.398,2,-8.238,1,0.388,0.643,0.0,0.0637,0.567,99.714,155075,2019,10
9 2 5,Terror Jr,41,9 2 5,a taste of the mainstream,pop,post-teen pop,0.837,0.565,9,-9.294,1,0.0838,0.00952,7.75e-05,0.222,0.73,113.021,156764,2019,10
Burnout,EXES,39,Burnout,a taste of the mainstream,pop,post-teen pop,0.638,0.478,10,-8.854,1,0.0417,0.555,0.00826,0.135,0.471,156.112,172387,2019,10
Sweet Little Lies,bülow,66,Sweet Little Lies,a taste of the mainstream,pop,post-teen pop,0.648,0.727,0,-3.791,1,0.142,0.229,0.0,0.17,0.689,160.024,175067,2019,2
Perfect,Brooke Alexx,26,Me,a taste of the mainstream,pop,post-teen pop,0.859,0.557,7,-5.907,0,0.053,0.289,8.13e-05,0.12,0.56,121.977,142859,2019,9
Nervous,Evan Blum,16,Nervous,a taste of the mainstream,pop,post-teen pop,0.802,0.716,7,-7.614,1,0.0479,0.208,5.54e-05,0.106,0.597,114.003,178909,2019,4
Problems,A R I Z O N A,72,ASYLUM,a taste of the mainstream,pop,post-teen pop,0.72,0.658,2,-7.414,1,0.0446,0.0329,0.0302,0.123,0.134,98.001,171898,2019,10
King of the Doves,Mating Ritual,33,King of the Doves,a taste of the mainstream,pop,post-teen pop,0.876,0.578,9,-6.962,0,0.0477,0.00744,0.0201,0.0659,0.694,119.991,209000,2019,10
Walking (feat. Swae Lee & Major Lazer),88rising,71,Head In The Clouds II,a taste of the mainstream,pop,post-teen pop,0.701,0.663,6,-7.227,1,0.202,0.0123,1.04e-05,0.131,0.334,100.001,167080,2019,10
BATSHiT,Girl Wilde,12,Probably Crying,a taste of the mainstream,pop,post-teen pop,0.58,0.803,10,-6.112,0,0.13,0.0251,2.93e-06,0.107,0.831,171.086,172000,2019,10
Waste My Youth,GALXARA,38,Waste My Youth,a taste of the mainstream,pop,post-teen pop,0.411,0.708,5,-2.953,1,0.108,0.105,0.0,0.353,0.604,140.887,213633,2019,9
Afterlife,Hailee Steinfeld,71,Afterlife (Dickinson),a taste of the mainstream,pop,post-teen pop,0.673,0.61,1,-4.73,0,0.0356,0.00662,0.0,0.0572,0.343,122.063,209200,2019,9
Not Going Out Tonight,Jack Newsome,28,Not Going Out Tonight,a taste of the mainstream,pop,post-teen pop,0.804,0.549,8,-8.448,1,0.0743,0.109,0.000109,0.101,0.672,143.975,155000,2019,8
American Spirit,Meg & Dia,14,happysad,a taste of the mainstream,pop,post-teen pop,0.77,0.544,9,-8.727,1,0.0375,0.204,0.0129,0.059,0.504,111.97,221396,2019,7
Peachy Keen,L Devine,52,Peachy Keen,a taste of the mainstream,pop,post-teen pop,0.806,0.439,8,-8.917,1,0.068,0.0625,0.00767,0.098,0.489,131.056,148238,2019,10
Bachelorette,Ashe,42,Bachelorette,a taste of the mainstream,pop,post-teen pop,0.606,0.475,5,-8.717,1,0.0305,0.327,0.000892,0.133,0.36,87.987,213964,2019,4
Playground,More Giraffes,46,Playground,a taste of the mainstream,pop,post-teen pop,0.721,0.551,1,-5.873,1,0.216,0.131,0.00662,0.342,0.798,80.004,185016,2019,6
Hungover You,Hazey Eyes,45,Hungover You,a taste of the mainstream,pop,post-teen pop,0.574,0.581,1,-6.529,1,0.132,0.147,0.000169,0.141,0.368,111.901,184186,2019,1
Picture (In My Brain),Trynket,24,Picture (In My Brain),a taste of the mainstream,pop,post-teen pop,0.594,0.618,0,-5.265,1,0.0664,0.645,0.0,0.112,0.368,149.978,202411,2019,8
Never Gonna Get Away,Refs,31,Never Gonna Get Away,a taste of the mainstream,pop,post-teen pop,0.713,0.71,9,-6.626,0,0.0342,0.0154,0.0437,0.109,0.672,156.01,181923,2019,8
Losers,Frawley,33,Losers,a taste of the mainstream,pop,post-teen pop,0.672,0.68,5,-4.854,1,0.173,0.138,0.0,0.0729,0.674,170.003,201467,2019,6
Middle Name,Thomston,34,Casual / Middle Name,a taste of the mainstream,pop,post-teen pop,0.545,0.743,8,-7.878,0,0.057,0.00626,0.000433,0.137,0.312,118.03,241839,2019,9
Wait,IRIS,36,Wait,a taste of the mainstream,pop,post-teen pop,0.64,0.609,11,-7.955,1,0.0675,0.633,4.37e-05,0.112,0.342,86.087,205576,2019,6
Out of Place,Brooke Sierra,33,Out of Place,a taste of the mainstream,pop,post-teen pop,0.717,0.545,7,-7.579,1,0.113,0.489,2.46e-06,0.134,0.398,95.043,178105,2019,5
Love Me Too,Joseph Tilley,40,Love Me Too,a taste of the mainstream,pop,post-teen pop,0.871,0.443,4,-9.471,1,0.25,0.687,0.000765,0.0985,0.779,127.974,202500,2019,7
Mad Man,Jena Rose,6,Mad Man,a taste of the mainstream,pop,post-teen pop,0.782,0.778,7,-5.356,1,0.0554,0.294,8.51e-06,0.269,0.567,109.943,187054,2019,6
Lemontree,Julian Daniel,29,Lemontree,a taste of the mainstream,pop,post-teen pop,0.794,0.827,8,-5.249,1,0.117,0.0878,0.000215,0.109,0.331,111.972,164046,2019,8
365,Ben Zaidi,32,365,a taste of the mainstream,pop,post-teen pop,0.758,0.509,0,-8.418,1,0.0371,0.277,0.000276,0.0829,0.667,141.024,166590,2019,10
Joyride,SONIA,61,Joyride,a taste of the mainstream,pop,post-teen pop,0.738,0.677,10,-4.664,0,0.105,0.54,0.000101,0.118,0.397,167.995,161734,2019,9
FOR YOUR EYES ONLY,Cashmere Cat,51,PRINCESS CATGIRL,a taste of the mainstream,pop,post-teen pop,0.435,0.427,8,-5.519,1,0.0346,0.896,0.00551,0.117,0.154,84.639,188674,2019,9
Thought We Were in Love,CALI JEWLS,24,Thought We Were in Love,a taste of the mainstream,pop,post-teen pop,0.561,0.631,11,-8.898,0,0.0713,0.145,0.000666,0.117,0.223,195.952,193469,2019,9
Anywhere u go,Tove Lo,55,Sunshine Kitty,a taste of the mainstream,pop,post-teen pop,0.598,0.721,1,-5.563,0,0.0652,0.7,0.0,0.119,0.34,175.981,189605,2019,9
Home To You,Sigrid,58,Home To You,a taste of the mainstream,pop,post-teen pop,0.619,0.146,8,-14.439,1,0.0382,0.808,0.0,0.0971,0.288,139.533,221587,2019,11
The Way I Loved You (RAC Mix),REYNA,31,The Way I Loved You (RAC Mix),a taste of the mainstream,pop,post-teen pop,0.7,0.827,3,-4.822,1,0.0414,0.464,0.000211,0.66,0.546,113.981,185387,2019,11
colorblind,Mokita,61,colorblind,a taste of the mainstream,pop,post-teen pop,0.661,0.772,8,-5.054,1,0.0362,0.125,0.00015,0.119,0.186,146.002,193977,2019,11
Black Heart,James Quick,23,The Fallen Few / Black Heart,a taste of the mainstream,pop,post-teen pop,0.652,0.456,7,-8.519,1,0.0303,0.0994,0.000161,0.182,0.735,120.021,200000,2019,10
THAT BITCH,Bea Miller,66,THAT BITCH,a taste of the mainstream,pop,post-teen pop,0.778,0.738,2,-2.164,1,0.218,0.0103,0.0,0.55,0.626,162.132,201102,2019,11
Graduation (with Juice WRLD),benny blanco,82,Graduation (with Juice WRLD),a taste of the mainstream,pop,post-teen pop,0.731,0.65,0,-5.286,1,0.271,0.107,0.0,0.124,0.605,154.968,177847,2019,8
useless,RUFUS,44,useless,a taste of the mainstream,pop,post-teen pop,0.808,0.342,4,-11.743,1,0.0368,0.111,1.02e-06,0.0847,0.486,91.987,156522,2019,7
Deliriously Good,Rat City,45,Deliriously Good,a taste of the mainstream,pop,post-teen pop,0.609,0.842,5,-3.034,0,0.0419,0.0645,0.0,0.0828,0.792,100.078,213622,2019,8
Wild Girl,Kito,60,Wild Girl,a taste of the mainstream,pop,post-teen pop,0.691,0.453,9,-10.525,0,0.0906,0.437,1.05e-05,0.2,0.465,126.049,194088,2019,9
Do You Ever?,Phil Good,57,Do You Ever?,a taste of the mainstream,pop,post-teen pop,0.769,0.554,2,-6.789,1,0.0483,0.526,0.00309,0.105,0.764,104.058,150000,2019,10
Be Fine (feat. Wafia),Ekali,56,Be Fine (feat. Wafia),a taste of the mainstream,pop,post-teen pop,0.51,0.675,0,-6.717,0,0.145,0.199,0.0,0.35,0.439,180.094,159661,2019,9
Get Stüpid,bülow,67,Crystalline,a taste of the mainstream,pop,post-teen pop,0.843,0.797,11,-4.597,0,0.0419,0.202,0.000117,0.0822,0.613,109.973,172800,2019,4
Back To You,Wells*,44,Back To You,a taste of the mainstream,pop,post-teen pop,0.54,0.559,5,-6.982,1,0.041,0.0498,0.0,0.12,0.463,164.76,200000,2019,8
Workin' On It,Meghan Trainor,64,Workin' On It,a taste of the mainstream,pop,post-teen pop,0.631,0.466,1,-7.916,0,0.0463,0.482,0.0,0.213,0.321,135.817,181291,2019,10
Sleepless,Chymes,36,Sleepless,a taste of the mainstream,pop,post-teen pop,0.84,0.459,0,-6.558,1,0.147,0.104,2.6e-05,0.108,0.505,132.983,166000,2019,11
Regulars,Allie X,52,Regulars,a taste of the mainstream,pop,post-teen pop,0.732,0.667,6,-6.62,1,0.0391,0.032,0.000574,0.111,0.521,114.966,221783,2019,11
Straight From The Bottle,Terror Jr,42,Come Outside And Break Your Heart,a taste of the mainstream,pop,post-teen pop,0.782,0.478,5,-6.659,1,0.0989,0.375,8.05e-05,0.0399,0.536,95.073,167509,2019,11
Margaret's Hymn,Deborah's Child,34,Margaret's Hymn,a taste of the mainstream,pop,post-teen pop,0.737,0.369,9,-6.888,1,0.112,0.494,1.18e-06,0.244,0.494,129.988,246741,2019,8
Kissing Other People,Lennon Stella,74,Kissing Other People,a taste of the mainstream,pop,post-teen pop,0.699,0.663,2,-5.697,1,0.0891,0.568,3.83e-06,0.13,0.379,94.042,161627,2019,11
Minute,Parson James,38,Minute,a taste of the mainstream,pop,post-teen pop,0.699,0.672,0,-7.428,1,0.0548,0.237,2.51e-05,0.25,0.257,120.001,174067,2019,6
Criminal,Grey,40,Criminal,a taste of the mainstream,pop,post-teen pop,0.674,0.519,5,-7.363,0,0.0451,0.4,0.0,0.11,0.29,103.899,148880,2019,6
So Good,Dove Cameron,63,So Good,a taste of the mainstream,pop,post-teen pop,0.714,0.634,2,-7.03,0,0.0517,0.289,0.0,0.0785,0.356,95.093,157533,2019,11
FUCK IT UP,Hearts & Colors,47,FUCK IT UP,a taste of the mainstream,pop,post-teen pop,0.715,0.52,6,-8.321,1,0.0413,0.207,0.0,0.209,0.306,104.066,188221,2019,10
Trippin',Becoming Young,38,Trippin',a taste of the mainstream,pop,post-teen pop,0.832,0.493,1,-5.924,0,0.0759,0.056,0.0,0.349,0.831,114.034,222535,2019,9
Sweettalk my Heart - Team Salut Remix,Tove Lo,51,Sweettalk my Heart (Team Salut Remix),a taste of the mainstream,pop,post-teen pop,0.76,0.716,1,-4.368,1,0.0445,0.0146,1.37e-05,0.109,0.58,111.004,179057,2019,11
Lovely,Fly By Midnight,61,Lovely,a taste of the mainstream,pop,post-teen pop,0.548,0.715,0,-6.798,1,0.0511,0.143,2.21e-06,0.218,0.393,159.924,176975,2019,11
Sad Songs In The Summer,Olivia O'Brien,63,It Was A Sad Fucking Summer,a taste of the mainstream,pop,post-teen pop,0.55,0.808,8,-4.44,1,0.102,0.213,0.000118,0.155,0.497,137.935,178000,2019,11
Born to Rule,Transviolet,38,Born to Rule,a taste of the mainstream,pop,post-teen pop,0.555,0.834,7,-5.895,0,0.0397,0.0898,4.38e-05,0.094,0.475,169.955,172235,2019,11
Tongue Tied (with YUNGBLUD & blackbear),Marshmello,61,Tongue Tied (with YUNGBLUD & blackbear),a taste of the mainstream,pop,post-teen pop,0.626,0.825,1,-2.673,0,0.0544,0.0239,0.0,0.415,0.447,93.004,185806,2019,11
Mean It,Lauv,85,~how i'm feeling~,a taste of the mainstream,pop,post-teen pop,0.746,0.45,7,-8.543,1,0.0872,0.0407,0.0,0.172,0.336,95.998,232853,2019,11
Tokyo Drifting (with Denzel Curry),Glass Animals,73,Tokyo Drifting,a taste of the mainstream,pop,post-teen pop,0.708,0.496,8,-8.175,0,0.0496,0.0816,0.000109,0.102,0.412,128.914,217693,2019,11
Gold Jacket,Sam Tsui,29,Gold Jacket,a taste of the mainstream,pop,post-teen pop,0.652,0.544,0,-9.811,1,0.0558,0.0633,0.409,0.223,0.252,129.932,266400,2019,9
Misery,Cashae,27,88:88,a taste of the mainstream,pop,post-teen pop,0.879,0.414,9,-5.514,0,0.107,0.0483,0.000413,0.0808,0.721,139.992,161318,2019,9
4runner,prettyboyshav,46,4runner,a taste of the mainstream,pop,post-teen pop,0.636,0.642,1,-8.494,1,0.032,0.00488,1.52e-06,0.0928,0.609,125.006,248314,2019,6
Crazy Stupid Bitch,Annika Grace,29,Crazy Stupid Bitch,a taste of the mainstream,pop,post-teen pop,0.535,0.562,1,-8.159,0,0.316,0.307,0.000868,0.111,0.35,90.076,178833,2019,9
